id,Tertarik
463,0
464,1
467,0
468,0
469,0
471,0
473,0
474,0
475,0
476,0
478,0
479,1
481,0
482,0
483,1
484,0
486,0
487,0
488,1
492,1
494,1
497,0
498,1
501,0
502,1
503,0
506,1
507,0
510,0
511,0
513,0
514,0
517,0
518,0
519,0
520,0
521,1
524,0
525,0
526,0
527,0
528,0
533,0
534,0
540,0
543,0
545,0
547,0
548,0
549,1
550,1
551,1
553,0
554,0
555,0
556,0
557,0
561,0
562,0
563,0
564,1
566,0
567,0
568,0
571,0
572,0
573,0
575,0
577,0
579,1
580,1
581,0
586,0
588,0
589,0
590,0
591,0
592,0
595,0
597,0
598,0
599,0
600,0
603,0
604,0
605,0
606,0
607,0
608,0
609,1
610,1
611,0
613,0
615,0
616,0
617,0
620,0
621,0
622,0
623,0
624,1
626,0
630,0
631,0
632,0
633,0
636,0
639,0
642,0
646,0
647,0
648,0
651,1
652,0
654,0
659,0
660,0
662,0
663,0
664,0
665,0
667,0
669,0
674,0
675,0
676,0
677,0
679,1
680,0
682,0
684,0
685,0
686,0
689,0
691,0
692,0
694,1
695,0
697,0
700,0
701,0
702,0
703,0
708,0
709,0
711,0
712,0
714,0
715,0
717,0
718,1
719,0
720,0
721,0
723,0
725,0
728,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
740,0
741,0
744,0
745,0
746,0
747,0
748,0
749,0
754,0
756,0
759,0
760,0
761,0
762,0
764,0
765,0
766,0
768,0
770,0
771,0
773,0
774,0
775,0
776,0
777,0
779,0
786,0
787,0
788,0
790,0
791,0
792,0
794,0
795,0
797,0
798,0
799,0
800,0
801,0
803,1
805,0
806,0
807,0
811,0
812,0
814,0
815,0
818,0
820,0
821,0
822,0
823,0
824,1
826,0
827,0
828,0
829,0
830,0
831,0
832,0
836,1
838,0
839,0
840,0
842,0
844,0
845,0
846,0
848,0
852,0
853,0
854,1
855,0
857,0
858,0
860,0
862,0
863,0
864,0
865,1
866,0
867,0
868,0
869,0
871,0
875,0
876,0
878,0
879,1
881,0
882,0
885,0
886,0
889,0
890,0
892,0
893,0
894,0
896,0
897,0
898,0
900,0
901,0
902,0
903,0
905,0
906,0
907,1
910,0
912,0
913,0
914,0
916,0
918,0
920,0
922,0
925,0
926,0
927,0
929,0
932,0
934,0
935,0
936,0
938,0
939,0
940,0
941,0
942,0
945,0
948,0
949,0
950,0
951,0
952,0
955,0
957,0
958,0
959,0
960,0
961,1
966,0
967,0
968,0
970,0
971,0
972,0
975,0
977,0
980,0
981,0
983,0
989,0
991,0
993,1
994,0
995,0
996,0
999,0
1000,0
1002,0
1003,0
1004,0
1005,0
1006,0
1008,0
1009,0
1010,0
1015,0
1016,0
1017,0
1018,0
1020,0
1021,0
1023,0
1027,0
1029,0
1031,0
1033,0
1034,0
1035,0
1038,1
1040,0
1041,0
1042,0
1046,0
1047,0
1048,0
1050,0
1055,0
1056,0
1057,0
1058,0
1060,0
1061,1
1063,0
1067,0
1068,0
1069,1
1070,1
1071,0
1072,0
1073,0
1074,0
1075,0
1077,0
1078,0
1081,1
1083,0
1085,0
1087,0
1089,0
1090,0
1091,0
1093,0
1094,0
1095,0
1102,0
1105,0
1107,1
1108,0
1113,0
1114,0
1117,0
1118,0
1120,0
1121,0
1122,0
1124,0
1127,0
1130,0
1131,0
1132,1
1134,0
1135,0
1136,0
1137,0
1138,0
1139,0
1141,0
1142,0
1143,0
1144,0
1148,0
1149,0
1150,0
1151,0
1153,0
1154,0
1156,0
1158,0
1159,0
1160,0
1161,0
1163,0
1166,0
1167,0
1170,0
1171,0
1173,0
1174,0
1175,0
1176,0
1183,0
1184,0
1185,1
1187,0
1188,1
1189,0
1193,0
1194,0
1195,0
1196,0
1197,0
1200,0
1205,0
1206,0
1207,0
1208,0
1210,0
1211,0
1213,0
1214,0
1217,0
1218,0
1219,0
1222,0
1224,0
1226,0
1227,0
1228,0
1229,1
1230,1
1231,0
1232,0
1234,0
1235,0
1237,0
1238,0
1239,0
1240,0
1241,1
1242,0
1243,0
1245,0
1249,0
1250,0
1251,0
1253,0
1258,0
1259,1
1260,0
1262,0
1263,0
1265,0
1268,0
1271,0
1272,0
1273,0
1274,0
1276,0
1277,0
1278,0
1280,0
1282,0
1283,0
1286,1
1287,0
1289,1
1290,0
1291,1
1293,0
1294,0
1295,0
1296,0
1301,1
1306,0
1309,0
1310,1
1312,0
1313,0
1316,0
1320,0
1321,0
1327,0
1329,0
1330,0
1331,0
1332,0
1337,0
1338,0
1339,1
1342,0
1343,0
1346,0
1348,0
1350,0
1351,1
1354,0
1355,0
1359,0
1361,0
1362,0
1363,1
1364,0
1365,0
1366,0
1367,0
1370,0
1371,0
1373,0
1375,0
1376,0
1377,0
1379,1
1381,0
1382,0
1383,0
1384,0
1385,1
1388,0
1390,1
1393,1
1394,0
1396,0
1397,0
1399,0
1401,0
1402,0
1403,0
1404,0
1405,0
1407,0
1409,0
1410,1
1412,0
1413,0
1415,0
1416,1
1417,0
1420,0
1421,0
1422,0
1423,0
1425,1
1426,0
1427,0
1428,1
1429,0
1431,0
1432,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1445,0
1447,0
1449,1
1450,0
1453,0
1454,0
1455,1
1458,0
1460,0
1461,0
1462,0
1463,0
1465,0
1466,0
1467,1
1468,0
1469,0
1473,0
1474,0
1475,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1485,0
1487,0
1488,0
1490,0
1491,0
1492,1
1494,0
1495,0
1497,0
1500,0
1502,0
1504,0
1506,0
1507,0
1509,1
1512,0
1514,0
1516,1
1518,0
1522,0
1524,0
1525,0
1527,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1543,0
1545,0
1546,0
1548,0
1549,0
1550,0
1555,0
1558,1
1559,0
1560,0
1561,0
1562,0
1563,0
1566,0
1567,0
1569,0
1570,0
1572,0
1573,0
1575,0
1576,0
1577,0
1578,0
1579,0
1582,0
1583,0
1584,0
1585,0
1586,0
1589,0
1590,1
1592,0
1593,0
1597,0
1598,0
1599,0
1601,0
1603,0
1604,0
1605,0
1606,0
1607,0
1610,0
1613,0
1616,0
1617,0
1619,0
1620,0
1621,0
1623,0
1624,0
1625,0
1626,0
1628,1
1632,0
1633,0
1634,0
1636,0
1637,0
1639,0
1640,0
1642,0
1643,0
1647,0
1648,0
1649,0
1650,0
1652,0
1656,0
1657,0
1659,0
1660,1
1661,0
1662,0
1663,0
1664,0
1667,0
1668,1
1669,0
1670,1
1672,1
1674,0
1676,0
1677,0
1678,0
1681,0
1683,0
1686,0
1687,0
1689,0
1690,0
1693,0
1695,1
1697,0
1698,0
1699,0
1701,0
1705,1
1706,0
1708,0
1710,0
1711,0
1715,0
1721,1
1722,0
1723,0
1725,0
1726,1
1729,0
1732,0
1733,0
1734,0
1735,0
1737,0
1739,0
1740,0
1741,0
1742,0
1745,1
1746,0
1747,0
1749,1
1752,0
1753,0
1755,1
1759,0
1762,0
1765,0
1767,0
1768,0
1769,0
1770,0
1771,0
1773,0
1777,0
1778,0
1779,0
1780,0
1783,1
1784,0
1785,1
1787,0
1788,0
1789,0
1790,0
1791,0
1793,0
1795,1
1799,0
1800,1
1802,0
1803,0
1804,0
1806,0
1808,0
1809,0
1810,1
1811,0
1813,0
1814,0
1815,1
1817,1
1818,0
1819,0
1820,0
1821,0
1822,0
1824,0
1825,0
1827,0
1828,1
1829,1
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1840,0
1841,0
1842,0
1844,0
1845,0
1846,0
1847,0
1848,0
1851,0
1852,0
1854,0
1855,0
1857,0
1858,0
1861,0
1863,0
1864,0
1865,1
1866,0
1869,0
1871,0
1874,0
1876,0
1877,0
1878,0
1879,0
1882,0
1885,0
1888,0
1889,0
1892,0
1895,0
1896,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,0
1905,0
1907,1
1909,1
1912,1
1913,0
1915,0
1920,0
1921,0
1923,0
1928,0
1929,0
1931,0
1932,0
1934,0
1935,0
1938,0
1939,0
1940,0
1942,0
1943,0
1944,0
1953,0
1954,0
1956,1
1960,0
1961,0
1962,0
1966,0
1968,0
1969,0
1970,1
1975,0
1977,0
1978,0
1979,0
1980,0
1981,0
1983,0
1985,0
1986,0
1987,1
1988,0
1989,0
1990,0
1991,0
1993,0
1994,0
1996,0
1998,0
1999,0
2000,0
2001,0
2002,0
2004,0
2008,0
2009,0
2010,0
2011,0
2012,0
2015,0
2017,1
2022,0
2023,0
2025,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2034,0
2036,0
2038,0
2041,0
2042,0
2043,0
2044,0
2045,0
2047,0
2049,0
2052,1
2053,1
2056,1
2057,0
2058,0
2059,0
2060,0
2061,0
2063,1
2064,0
2067,0
2068,0
2069,0
2070,0
2071,0
2073,0
2076,1
2077,0
2078,0
2079,0
2080,0
2083,0
2084,1
2085,0
2086,0
2088,0
2089,0
2091,1
2092,0
2093,0
2094,1
2095,0
2096,1
2097,0
2098,0
2099,0
2101,0
2103,0
2104,0
2106,1
2112,0
2113,0
2116,0
2117,0
2118,0
2120,0
2121,0
2123,0
2124,0
2125,0
2126,0
2129,0
2133,0
2134,0
2139,0
2140,0
2142,0
2144,0
2145,0
2146,0
2148,1
2149,0
2150,1
2151,0
2152,0
2153,0
2155,0
2157,0
2158,0
2159,0
2161,0
2162,0
2163,1
2164,0
2167,0
2169,1
2170,0
2171,0
2172,0
2173,0
2176,0
2178,1
2180,0
2181,0
2183,1
2184,0
2185,0
2186,0
2189,0
2190,0
2192,0
2194,0
2195,1
2196,1
2197,0
2206,0
2207,0
2209,0
2210,0
2211,0
2212,0
2213,0
2217,0
2218,0
2220,1
2222,0
2224,0
2225,0
2226,0
2229,0
2232,0
2233,0
2234,0
2238,0
2240,0
2245,0
2246,0
2248,0
2249,0
2250,0
2251,0
2254,0
2256,0
2258,0
2259,0
2260,0
2261,0
2263,1
2264,0
2268,0
2270,0
2271,0
2272,0
2273,0
2274,0
2276,0
2278,0
2279,0
2281,0
2282,0
2284,0
2285,0
2286,0
2287,1
2290,0
2291,0
2293,0
2294,0
2295,0
2296,1
2297,0
2298,0
2301,0
2302,0
2303,0
2304,0
2306,0
2307,0
2308,0
2313,0
2314,0
2316,0
2318,0
2320,0
2323,0
2324,0
2325,0
2326,0
2329,0
2332,0
2333,0
2334,0
2337,0
2338,1
2339,0
2341,0
2347,0
2350,1
2354,0
2355,0
2356,0
2360,0
2361,0
2362,0
2365,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,0
2375,0
2376,0
2377,0
2382,0
2383,0
2388,0
2390,0
2392,0
2393,0
2398,0
2400,1
2401,0
2404,1
2405,0
2407,1
2409,0
2411,0
2414,0
2416,0
2417,0
2419,0
2420,0
2421,0
2423,0
2424,0
2425,0
2426,1
2427,0
2428,0
2431,0
2434,0
2436,0
2438,0
2440,0
2444,0
2446,0
2448,0
2449,0
2451,0
2453,0
2459,0
2462,0
2464,0
2466,0
2467,0
2468,0
2469,0
2472,1
2475,0
2476,0
2477,0
2480,0
2481,0
2482,1
2485,0
2486,0
2490,0
2492,0
2493,0
2494,1
2499,0
2500,0
2501,0
2506,0
2507,0
2508,0
2511,0
2512,1
2513,0
2518,0
2520,0
2521,0
2523,0
2526,0
2529,1
2531,0
2533,0
2534,0
2536,0
2539,0
2540,0
2541,1
2545,0
2546,0
2547,0
2549,0
2552,0
2554,0
2556,0
2557,0
2558,0
2559,0
2561,0
2562,0
2563,0
2565,0
2567,0
2571,0
2572,1
2573,0
2574,1
2575,0
2576,0
2577,0
2581,0
2582,0
2583,0
2584,0
2585,0
2586,0
2587,0
2588,1
2590,0
2591,0
2592,0
2593,0
2594,0
2596,0
2597,0
2598,1
2600,0
2601,0
2604,0
2605,0
2606,0
2607,0
2612,1
2613,0
2615,0
2616,0
2619,0
2622,1
2624,0
2625,0
2626,0
2627,0
2628,0
2631,0
2633,0
2634,0
2635,0
2636,0
2637,0
2639,0
2641,1
2642,0
2648,0
2649,0
2651,0
2652,0
2653,0
2655,0
2657,0
2658,0
2659,0
2661,1
2663,0
2665,0
2666,0
2667,0
2673,0
2678,0
2679,0
2680,0
2682,1
2683,0
2684,0
2686,0
2690,0
2691,0
2692,0
2693,0
2698,1
2700,0
2701,0
2704,1
2705,0
2706,0
2707,1
2709,0
2710,0
2712,0
2714,0
2715,1
2718,0
2720,0
2723,1
2724,0
2725,0
2727,0
2729,0
2732,1
2735,0
2736,0
2738,0
2740,0
2745,0
2747,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2757,0
2759,1
2762,0
2764,0
2767,0
2770,0
2771,0
2772,0
2774,0
2775,0
2776,0
2777,0
2778,1
2781,0
2782,0
2783,0
2784,1
2789,0
2791,0
2792,0
2793,0
2794,0
2796,0
2797,0
2798,1
2799,0
2801,0
2802,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,1
2810,0
2811,0
2813,0
2814,0
2815,0
2816,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,0
2825,0
2828,0
2829,0
2831,0
2833,0
2834,0
2835,0
2836,0
2838,0
2841,0
2844,0
2845,0
2846,0
2847,0
2850,0
2851,0
2854,0
2855,0
2858,0
2859,0
2861,0
2862,0
2864,0
2865,1
2867,0
2868,0
2869,0
2870,0
2871,0
2873,0
2874,0
2876,0
2878,0
2880,0
2881,0
2885,0
2888,0
2891,0
2892,0
2893,0
2894,0
2895,0
2898,0
2899,0
2900,0
2901,0
2902,0
2910,0
2911,0
2916,0
2917,0
2918,0
2920,0
2922,0
2923,0
2924,0
2925,0
2926,0
2928,1
2930,0
2931,0
2932,1
2933,1
2934,1
2935,0
2936,0
2940,0
2941,0
2942,0
2943,0
2944,0
2945,0
2947,0
2948,0
2950,0
2952,1
2954,0
2957,1
2959,0
2961,0
2963,0
2964,0
2966,0
2969,1
2970,0
2972,1
2976,0
2980,0
2982,0
2986,0
2987,0
2988,0
2991,0
2992,0
2993,0
2996,0
2998,0
3001,0
3002,0
3003,0
3004,0
3008,0
3010,0
3012,0
3014,0
3016,0
3017,0
3019,0
3021,0
3022,0
3023,0
3024,0
3026,0
3028,0
3030,0
3031,0
3032,0
3033,0
3034,0
3035,0
3036,1
3037,0
3039,0
3041,0
3042,0
3044,0
3045,0
3046,0
3047,0
3050,0
3052,0
3053,1
3057,0
3059,0
3060,1
3062,0
3063,0
3064,0
3067,1
3072,0
3074,0
3076,0
3077,0
3078,1
3079,0
3081,0
3082,0
3083,1
3085,1
3086,0
3088,1
3091,0
3093,0
3100,0
3101,0
3102,0
3103,0
3105,0
3106,0
3107,0
3108,1
3109,1
3113,0
3115,0
3116,0
3117,0
3119,0
3121,0
3122,1
3123,0
3125,1
3126,0
3127,0
3129,0
3130,0
3131,1
3132,0
3133,0
3136,0
3137,0
3138,0
3140,0
3141,1
3142,0
3144,0
3145,0
3147,0
3149,0
3150,0
3151,0
3154,0
3157,0
3158,0
3160,0
3162,0
3163,0
3168,0
3171,0
3172,0
3173,0
3175,0
3176,0
3177,0
3178,0
3180,0
3182,1
3183,0
3185,0
3186,0
3188,0
3190,0
3191,0
3192,1
3193,1
3194,0
3197,0
3198,0
3199,0
3200,0
3202,0
3203,0
3205,0
3207,0
3208,0
3209,0
3211,0
3213,0
3214,0
3215,0
3218,0
3219,0
3221,0
3223,0
3228,0
3232,0
3233,0
3234,0
3235,0
3243,0
3246,0
3247,1
3248,0
3249,0
3250,0
3252,0
3253,1
3254,0
3255,0
3256,0
3257,1
3258,0
3259,0
3260,0
3261,0
3262,0
3263,0
3265,0
3266,0
3268,0
3269,0
3271,0
3272,0
3273,0
3275,0
3277,0
3278,0
3279,0
3280,0
3281,0
3284,0
3291,0
3292,1
3293,0
3295,0
3296,0
3297,0
3302,0
3304,0
3305,0
3307,0
3308,0
3310,0
3312,0
3314,0
3315,0
3316,0
3317,0
3318,0
3319,0
3320,1
3323,0
3324,0
3325,0
3326,0
3327,0
3329,0
3332,0
3333,0
3336,0
3337,0
3338,0
3341,0
3342,0
3343,0
3344,1
3345,0
3348,1
3349,0
3350,0
3351,0
3353,0
3355,0
3357,0
3360,0
3361,1
3363,0
3365,0
3366,0
3368,0
3369,0
3371,0
3372,0
3373,0
3374,0
3376,0
3377,0
3379,0
3380,0
3381,0
3383,0
3384,0
3385,1
3386,0
3388,0
3389,0
3390,0
3391,0
3392,0
3396,0
3397,0
3398,0
3400,0
3405,0
3406,0
3410,0
3411,0
3413,0
3416,0
3418,0
3419,0
3420,0
3422,0
3424,0
3425,0
3426,1
3428,0
3429,0
3430,0
3431,0
3432,0
3433,0
3435,0
3438,1
3439,0
3442,0
3444,0
3446,0
3449,0
3450,0
3452,0
3453,0
3455,0
3456,0
3458,0
3459,0
3461,0
3462,0
3463,0
3464,0
3465,0
3468,0
3469,0
3471,0
3472,1
3474,0
3475,0
3477,0
3478,1
3479,0
3482,0
3483,0
3484,0
3487,0
3489,0
3490,0
3491,0
3492,1
3495,0
3496,1
3497,0
3499,0
3500,1
3501,1
3503,1
3504,0
3505,0
3506,0
3507,0
3508,0
3509,0
3512,0
3514,0
3516,0
3517,0
3518,0
3520,0
3521,0
3523,0
3524,0
3527,0
3529,0
3532,0
3534,0
3535,0
3537,0
3538,0
3540,0
3541,0
3543,0
3545,1
3546,0
3549,1
3553,0
3556,0
3558,0
3559,0
3560,0
3561,1
3562,0
3564,0
3565,0
3566,0
3568,0
3569,1
3570,0
3572,0
3574,0
3575,0
3576,1
3578,0
3579,1
3581,0
3583,1
3587,1
3588,0
3589,0
3590,0
3592,0
3594,0
3596,0
3597,0
3600,0
3602,0
3603,0
3604,0
3605,0
3606,0
3608,0
3609,0
3611,0
3614,0
3616,0
3617,0
3620,0
3621,0
3622,0
3623,1
3624,0
3625,0
3626,0
3627,0
3630,0
3632,0
3633,0
3634,0
3635,1
3636,1
3637,0
3639,0
3641,1
3642,0
3643,1
3644,0
3645,0
3646,0
3648,0
3650,0
3653,0
3658,0
3659,1
3660,0
3661,0
3662,0
3668,0
3669,0
3670,0
3671,0
3673,1
3674,0
3675,0
3676,0
3677,0
3678,0
3680,0
3681,0
3684,0
3687,0
3688,0
3690,0
3691,0
3692,0
3695,0
3696,0
3698,0
3700,0
3701,0
3702,0
3703,0
3705,0
3709,0
3710,0
3711,0
3712,0
3714,0
3715,0
3716,0
3721,0
3723,0
3725,0
3727,0
3728,0
3731,0
3734,0
3737,0
3738,0
3739,0
3740,0
3741,1
3744,0
3745,0
3747,0
3752,0
3753,0
3754,0
3755,0
3757,0
3758,0
3760,0
3762,0
3764,0
3765,0
3766,0
3768,0
3771,0
3776,1
3777,0
3780,0
3781,0
3783,0
3784,0
3785,0
3786,0
3788,0
3790,0
3793,0
3794,1
3795,0
3796,0
3797,0
3798,0
3799,0
3801,0
3802,0
3803,0
3804,0
3805,0
3806,0
3807,0
3808,0
3809,0
3811,0
3813,1
3816,0
3818,0
3820,1
3821,0
3822,0
3824,0
3827,0
3828,0
3830,0
3833,0
3835,0
3836,0
3837,0
3839,0
3840,0
3842,0
3843,1
3844,1
3845,1
3847,0
3848,0
3852,0
3853,0
3854,0
3855,0
3856,0
3857,0
3858,0
3859,1
3862,0
3866,0
3867,0
3868,0
3869,0
3874,1
3877,0
3878,1
3879,0
3881,0
3882,1
3883,1
3886,0
3887,0
3888,0
3889,0
3891,1
3894,0
3895,0
3897,1
3898,0
3899,1
3903,0
3904,1
3905,0
3906,0
3907,0
3908,0
3909,0
3910,0
3911,0
3913,0
3914,0
3916,0
3917,0
3919,0
3920,0
3921,0
3922,0
3925,0
3926,0
3927,0
3928,0
3930,1
3931,0
3933,0
3934,0
3937,0
3939,0
3940,0
3942,0
3945,0
3946,0
3947,0
3950,0
3952,0
3954,0
3957,0
3958,0
3959,0
3962,0
3965,0
3966,0
3967,0
3970,0
3971,0
3972,0
3973,0
3975,0
3977,0
3978,0
3979,0
3981,0
3986,0
3987,1
3988,0
3990,0
3991,0
3992,1
3995,0
3996,1
3997,0
3998,0
3999,0
4001,0
4002,0
4004,0
4005,0
4006,1
4007,1
4009,0
4011,0
4012,0
4013,1
4014,1
4015,0
4017,0
4018,0
4019,0
4021,0
4023,0
4026,0
4027,1
4029,0
4031,0
4032,0
4034,1
4036,1
4037,0
4040,0
4041,0
4045,0
4048,0
4049,0
4051,0
4055,0
4056,1
4057,0
4059,0
4060,0
4062,0
4063,0
4065,1
4066,0
4068,1
4071,1
4072,0
4073,1
4074,0
4077,0
4078,0
4080,0
4081,1
4083,0
4084,0
4087,1
4088,1
4090,0
4091,0
4092,1
4094,0
4095,0
4097,0
4098,1
4100,0
4101,0
4102,0
4103,0
4104,0
4106,0
4107,0
4108,0
4109,0
4110,0
4111,0
4112,0
4113,1
4115,0
4116,1
4119,0
4120,0
4124,0
4125,0
4126,0
4127,0
4129,0
4130,0
4131,0
4132,0
4133,0
4134,0
4139,0
4140,0
4142,0
4143,0
4144,0
4145,0
4146,0
4149,0
4152,0
4155,0
4161,0
4166,0
4169,0
4171,0
4172,0
4173,0
4175,0
4177,0
4178,1
4179,0
4180,0
4181,0
4182,0
4185,0
4187,0
4190,0
4195,1
4197,0
4198,0
4200,0
4201,0
4203,0
4204,0
4208,0
4211,0
4212,0
4213,0
4216,1
4217,0
4219,0
4221,0
4223,0
4224,0
4225,0
4226,0
4227,0
4228,0
4229,0
4232,1
4233,0
4234,0
4236,0
4237,0
4238,0
4239,1
4241,0
4242,0
4244,0
4246,0
4247,0
4248,1
4252,1
4257,0
4258,0
4262,1
4263,1
4265,0
4266,0
4267,0
4268,0
4269,0
4270,0
4271,0
4273,0
4274,0
4276,0
4277,0
4278,0
4280,0
4283,1
4287,0
4290,0
4291,0
4293,0
4294,0
4297,0
4298,0
4299,0
4300,1
4301,0
4303,1
4304,0
4307,1
4309,0
4310,1
4311,0
4312,1
4314,0
4315,0
4318,0
4320,0
4321,0
4322,0
4326,0
4327,0
4330,0
4331,0
4332,1
4334,0
4335,0
4337,0
4339,0
4341,1
4342,0
4344,1
4346,0
4347,0
4350,0
4357,0
4359,0
4360,0
4361,0
4363,0
4364,0
4365,0
4369,0
4374,0
4375,0
4377,0
4380,0
4381,0
4383,0
4384,0
4388,0
4389,0
4392,0
4396,0
4398,0
4399,0
4400,0
4404,0
4405,0
4407,0
4410,0
4411,0
4412,0
4413,0
4416,0
4419,0
4420,1
4421,0
4424,0
4425,1
4428,0
4431,0
4432,0
4435,0
4437,0
4439,0
4441,0
4442,0
4443,0
4444,0
4448,0
4453,0
4455,0
4456,0
4457,1
4459,0
4460,0
4461,0
4467,0
4468,0
4472,1
4476,1
4477,0
4480,0
4481,0
4484,0
4485,0
4486,0
4488,0
4491,0
4492,0
4494,0
4495,0
4496,0
4497,0
4498,0
4500,0
4501,0
4502,0
4504,0
4507,0
4509,0
4510,0
4511,0
4514,0
4515,0
4517,0
4518,0
4519,0
4520,0
4521,0
4524,0
4526,0
4529,0
4532,0
4534,0
4535,0
4537,0
4538,0
4539,0
4540,0
4542,0
4543,0
4545,0
4546,0
4547,1
4548,1
4550,0
4551,0
4553,0
4554,0
4555,1
4556,0
4557,0
4559,0
4560,0
4561,0
4562,0
4566,0
4568,0
4574,0
4576,0
4577,1
4578,0
4579,0
4580,1
4581,0
4583,0
4584,0
4585,0
4586,0
4590,0
4591,0
4592,1
4593,0
4596,0
4598,0
4599,0
4600,0
4602,1
4605,0
4606,0
4607,1
4610,0
4612,0
4616,1
4617,0
4618,0
4619,0
4620,0
4621,0
4624,0
4625,0
4627,1
4628,0
4629,0
4630,0
4632,0
4633,0
4634,0
4635,0
4638,1
4642,0
4643,0
4645,0
4647,0
4648,0
4649,0
4650,0
4651,0
4652,0
4654,0
4655,1
4656,0
4658,0
4663,0
4667,0
4668,0
4670,0
4672,0
4673,0
4675,0
4676,0
4677,0
4680,0
4681,0
4683,0
4686,0
4687,0
4689,0
4690,0
4692,0
4693,1
4696,0
4698,0
4699,1
4700,0
4703,0
4704,0
4705,1
4706,0
4707,0
4709,0
4711,0
4713,0
4715,0
4717,1
4721,0
4723,0
4724,0
4725,0
4729,0
4731,0
4732,0
4734,0
4735,0
4736,0
4738,0
4740,0
4742,0
4744,0
4745,0
4746,0
4747,0
4749,1
4750,0
4753,0
4754,0
4756,0
4757,0
4759,1
4760,0
4761,0
4763,0
4765,0
4766,0
4770,0
4771,0
4772,0
4775,0
4784,0
4785,0
4788,0
4789,0
4790,0
4791,0
4792,0
4793,0
4794,0
4795,1
4796,0
4799,1
4800,0
4801,1
4802,0
4803,0
4805,0
4811,0
4815,0
4817,1
4818,0
4820,0
4826,1
4827,0
4829,0
4831,0
4832,0
4833,0
4834,0
4835,0
4837,0
4839,0
4840,0
4841,0
4844,1
4845,0
4848,0
4849,0
4851,0
4853,0
4854,1
4857,0
4858,0
4859,0
4860,0
4861,0
4862,0
4863,0
4865,0
4866,0
4868,0
4869,0
4870,0
4872,0
4873,1
4877,0
4879,0
4883,1
4885,0
4888,0
4891,1
4892,0
4894,0
4895,1
4897,0
4899,0
4900,0
4901,0
4904,1
4906,0
4909,0
4911,0
4919,0
4920,0
4921,0
4922,0
4923,1
4924,1
4926,0
4927,0
4928,0
4931,1
4932,0
4933,0
4934,1
4936,0
4937,0
4941,0
4943,1
4947,0
4948,0
4950,0
4951,0
4952,0
4954,0
4959,0
4960,0
4962,0
4964,0
4966,0
4967,0
4970,0
4971,0
4972,0
4975,0
4976,0
4981,0
4982,1
4983,0
